priority,workstream,sequence,date,type,selectionTier,selectionScore,pages,title,action,why,blockingIssue,sourceNoteStatus,sourceNoteFlags,facePageStatus,facePageMissingFields,annotationTreatment,readinessBucket,dominantIssues,packetPages,sourcePdfPages,derivativePdfUrl,sourcePacketUrl,reportLinks
"P3","Source-note cleanup backlog","51","1997-02-27","Telcon","Tier 3 - supporting candidate","54","3","Telephone call with President Boris Yeltsin of Russia, February 27, 1997, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (16); Arms Control / Nonproliferation (11); Economic Reform / Assistance (3)","288-291","87-89","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-02-27-telcon-43.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","58","1997-10-30","Telcon","Tier 3 - supporting candidate","69","6","Telephone call with President Boris Yeltsin of Russia, October 30, 1997, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (21); Russian Politics / Elections (5); Iraq / Middle East (3)","343-349","183-188","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-10-30-telcon-47.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","60","1997-11-22","Telcon","Tier 3 - supporting candidate","46","6","Telephone call with President Boris Yeltsin of Russia, November 22, 1997, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (10); Arms Control / Nonproliferation (7); Russian Politics / Elections (5)","354-360","218-223","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-11-22-telcon-49.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","64","1998-05-12","Telcon","Tier 3 - supporting candidate","54","5","Telephone call with President Boris Yeltsin of Russia, May 12, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (13); Ukraine / Nuclear Security (6); Kosovo / Balkans (5)","377-382","286-290","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-12-telcon-53.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","67","1998-05-28","Telcon","Tier 3 - supporting candidate","48","4","Telephone call with President Boris Yeltsin of Russia, May 28, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (15); Russian Politics / Elections (1); Ukraine / Nuclear Security (1)","396-400","329-332","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-28-telcon-56.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","70","1998-07-10","Telcon","Tier 3 - supporting candidate","56","4","Telephone call with President Boris Yeltsin of Russia, July 10, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Russian Politics / Elections (10); Economic Reform / Assistance (7); Iraq / Middle East (3)","410-414","371-374","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-07-10-telcon-60.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","71","1998-08-14","Telcon","Tier 3 - supporting candidate","68","6","Telephone call with President Boris Yeltsin of Russia, August 14, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (11); Kosovo / Balkans (9); Russian Politics / Elections (9)","415-421","384-389","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-08-14-telcon-61.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","74","1998-09-12","Telcon","Tier 3 - supporting candidate","50","4","Telephone call with President Boris Yeltsin of Russia, September 12, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; declassify-on line not parsed.","","Needs source-note review","classification marking; declassify-on line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (8); Russian Politics / Elections (4); Iraq / Middle East (1)","427-431","422-425","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-09-12-telcon-64.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","76","1998-12-30","Telcon","Tier 3 - supporting candidate","62","5","Telephone call with President Boris Yeltsin of Russia, December 30, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; declassify-on line not parsed.","","Needs source-note review","classification marking; declassify-on line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (15); Arms Control / Nonproliferation (9); Iraq / Middle East (8)","435-439","1-5","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-12-30-clinton-yeltsin-telcon-actual-pages.pdf","https://clinton.presidentiallibraries.us/files/original/1ec29c3214c0ccb6c6ed30fd7e5b06af.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","78","1999-03-24","Telcon","Tier 3 - supporting candidate","57","5","Telephone call with President Boris Yeltsin of Russia, March 24, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification reason not parsed; declassify-on line not parsed.","","Needs source-note review","classification reason not parsed; declassify-on line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (18); Russian Politics / Elections (4); Ukraine / Nuclear Security (3)","440-445","432-436","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-03-24-telcon-68.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","81","1999-05-02","Telcon","Tier 3 - supporting candidate","45","4","Telephone call with President Boris Yeltsin of Russia, May 2, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (5)","466-470","470-473","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-05-02-telcon-71.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","85","1999-06-13","Telcon","Tier 3 - supporting candidate","60","7","Telephone call with President Boris Yeltsin of Russia, June 13, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed.","","Needs source-note review","classified-by line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (24)","481-488","531-537","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-13-telcon-75.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","88","1999-09-08","Telcon","Tier 3 - supporting candidate","45","5","Telephone call with President Boris Yeltsin of Russia, September 8, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: participants; notetaker; interpreter.","","Needs source-note review","participants; notetaker; interpreter","Review fields","participants; notetaker; interpreter","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (19); Chechnya / Caucasus (3); Russian Politics / Elections (3)","504-509","548-552","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-09-08-telcon-78.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","1","1993-01-23","Telcon","Tier 4 - concise/confirmatory","33","3","Telephone call with President Boris Yeltsin of Russia, January 23, 1993, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Standard annotation review","Ready to read; source-note review","Economic Reform / Assistance (4); Arms Control / Nonproliferation (3); Iraq / Middle East (2)","1-4","9-11","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-01-23-telcon-01.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","2","1993-02-10","Telcon","Tier 4 - concise/confirmatory","37","3","Telephone call with President Boris Yeltsin of Russia, February 10, 1993, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed; classification reason not parsed; declassify-on line not parsed.","","Needs source-note review","classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Parsed","","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (7); NATO / European Security (3); Iraq / Middle East (1)","5-8","19-21","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-02-10-telcon-02.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","6","1993-04-26","Telcon","Tier 4 - concise/confirmatory","23","2","Telephone call with President Boris Yeltsin of Russia, April 26, 1993, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Light annotation check","Ready to read; source-note review","Economic Reform / Assistance (1)","32-34","51-52","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-04-26-telcon-05.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","7","1993-05-02","Telcon","Tier 4 - concise/confirmatory","23","2","Telephone call with President Boris Yeltsin of Russia, May 2, 1993, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Light annotation check","Ready to read; source-note review","","35-37","60-61","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-05-02-telcon-06.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","8","1993-05-10","Telcon","Tier 4 - concise/confirmatory","22","2","Telephone call with President Boris Yeltsin of Russia, May 10, 1993, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Light annotation check","Ready to read; source-note review","Chechnya / Caucasus (6); Ukraine / Nuclear Security (6)","38-40","68-69","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-05-10-telcon-07.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","12","1993-09-21","Telcon","Tier 4 - concise/confirmatory","35","3","Telephone call with President Boris Yeltsin of Russia, September 21, 1993, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Standard annotation review","Ready to read; source-note review","Economic Reform / Assistance (7); Russian Politics / Elections (4)","61-64","107-109","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-09-21-telcon-11.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","13","1993-10-05","Telcon","Tier 4 - concise/confirmatory","26","3","Telephone call with President Boris Yeltsin of Russia, October 5, 1993, Air Force One","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (4); Economic Reform / Assistance (1)","65-68","119-121","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-10-05-telcon-12.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","20","1994-02-20","Telcon","Tier 4 - concise/confirmatory","37","3","Telephone call with President Boris Yeltsin of Russia, February 20, 1994, White House White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (6); NATO / European Security (1)","104-107","155-157","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-02-20-telcon-16.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","25","1994-07-05","Telcon","Tier 4 - concise/confirmatory","23","3","Telephone call with President Boris Yeltsin of Russia, July 5, 1994, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classified-by line not parsed; classification reason not parsed.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Light annotation check","Ready to read; source-note review","NATO / European Security (4)","122-125","202-204","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-07-05-telcon-21.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","47","1996-06-18","Telcon","Tier 4 - concise/confirmatory","37","2","Telephone call with President Boris Yeltsin of Russia, June 18, 1996, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (4); Economic Reform / Assistance (2); NATO / European Security (1)","274-276","39-40","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-06-18-telcon-39.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","48","1996-07-05","Telcon","Tier 4 - concise/confirmatory","37","3","Telephone call with President Boris Yeltsin of Russia, July 5, 1996, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (5); Arms Control / Nonproliferation (2); NATO / European Security (1)","277-280","49-51","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-07-05-telcon-40.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","49","1996-09-15","Telcon","Tier 4 - concise/confirmatory","16","2","Telephone call with President Boris Yeltsin of Russia, September 15, 1996, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Light annotation check","Ready to read; source-note review","Russian Politics / Elections (1)","281-283","64-65","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-09-15-telcon-41.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","50","1996-12-05","Telcon","Tier 4 - concise/confirmatory","31","3","Telephone call with President Boris Yeltsin of Russia, December 5, 1996, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (3); Economic Reform / Assistance (1)","284-287","77-79","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-12-05-telcon-42.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","59","1997-11-16","Telcon","Tier 4 - concise/confirmatory","35","3","Telephone call with President Boris Yeltsin of Russia, November 16, 1997, Malibu, California","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Iraq / Middle East (9); Arms Control / Nonproliferation (2); Ukraine / Nuclear Security (1)","350-353","206-208","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-11-16-telcon-48.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","61","1998-02-02","Telcon","Tier 4 - concise/confirmatory","44","4","Telephone call with President Boris Yeltsin of Russia, February 2, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Iraq / Middle East (15); Arms Control / Nonproliferation (1); Russian Politics / Elections (1)","361-365","236-239","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-02-02-telcon-50.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","66","1998-05-21","Telcon","Tier 4 - concise/confirmatory","30","3","Telephone call with President Boris Yeltsin of Russia, May 21, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (2); Iraq / Middle East (1); Russian Politics / Elections (1)","392-395","301-303","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-21-telcon-55.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","69","1998-06-16","Telcon","Tier 4 - concise/confirmatory","22","2","Telephone call with President Boris Yeltsin of Russia, June 16, 1998, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Light annotation check","Ready to read; source-note review","Kosovo / Balkans (3)","407-409","359-360","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-06-16-telcon-59.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","72","1998-08-25","Telcon","Tier 4 - concise/confirmatory","39","4","Telephone call with President Boris Yeltsin of Russia, August 25, 1998, Martha's Vineyard, Massachusetts","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; notetaker.","","Needs source-note review","classification marking; notetaker","Review fields","classification marking; notetaker","Standard annotation review","Ready to read; source-note review","Iraq / Middle East (7); Kosovo / Balkans (4); Arms Control / Nonproliferation (3)","422-426","405-408","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-08-25-telcon-62.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","82","1999-06-07","Telcon","Tier 4 - concise/confirmatory","24","2","Telephone call with President Boris Yeltsin of Russia, June 7, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking.","","Needs source-note review","classification marking","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (2)","471-473","479-480","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-07-telcon-72.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","86","1999-06-14","Telcon","Tier 4 - concise/confirmatory","34","4","Telephone call with President Boris Yeltsin of Russia, June 14, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; classified-by line not parsed.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Standard annotation review","Ready to read; source-note review","Kosovo / Balkans (9); NATO / European Security (1)","489-493","521-524","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-14-telcon-76.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Source-note cleanup backlog","90","1999-12-31","Telcon","Tier 4 - concise/confirmatory","24","3","Telephone call with President Boris Yeltsin of Russia, December 31, 1999, White House","Verify source-note elements and OCR-derived face-page addenda against the derivative PDF.","Source-note flags: classification marking; interpreter.","","Needs source-note review","classification marking; interpreter","Review fields","classification marking; interpreter","Standard annotation review","Ready to read; source-note review","Russian Politics / Elections (5); Arms Control / Nonproliferation (1); Iraq / Middle East (1)","518-521","582-584","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-12-31-telcon-80.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","source-note-element-audit.html; source-note-drafts.html; production-readiness-checklist.html"
"P3","Face-page metadata backlog","9","1993-06-28","Telcon","Tier 3 - supporting candidate","69","4","Telephone call with President Boris Yeltsin of Russia, June 28, 1993, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (17); Arms Control / Nonproliferation (6); Iraq / Middle East (5)","41-45","76-79","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1993-06-28-telcon-08.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","19","1994-01-15","Memcon","Tier 3 - supporting candidate","49","2","One-on-One Meeting with President Boris Yeltsin of Russia","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (7); Russian Politics / Elections (3)","102-103","1-2","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/clinton-standalone-1994-01-15-memcon-one-on-one.pdf","https://clinton.presidentiallibraries.us/files/original/67bc3e4fc7cc0ed1ba4f438e510624d8.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","21","1994-04-10","Telcon","Tier 3 - supporting candidate","48","3","Telephone call with President Boris Yeltsin of Russia, April 10, 1994, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (5); Kosovo / Balkans (2)","108-111","164-166","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-04-10-telcon-17.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
"P3","Face-page metadata backlog","22","1994-04-20","Telcon","Tier 3 - supporting candidate","56","4","Telephone call with President Boris Yeltsin of Russia, April 20, 1994, White House","Review first-page metadata and fill any missing participants, classification, notetaker, interpreter, or date/time/place fields.","Face-page gaps: classification marking.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (6); NATO / European Security (6); Economic Reform / Assistance (4)","112-116","181-184","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-04-20-telcon-18.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","face-page-metadata.html; source-note-element-audit.html"
